productId,baseName,variantName,description,category,basePrice
OIQ-1834,COPPER (II) SULPHATE Pentahydrate 98.5% Extra Pure 500 gm,,,Lab Chem and Reagents,850
OIQ-1835,COPPER (II) SULPHATE Pentahydrate 98.5% Extra Pure 5 kg,,,Lab Chem and Reagents,7100
OIQ-1836,COPPER (II) SULPHATE Pentahydrate 99% AR 500 gm,,,Lab Chem and Reagents,850
OIQ-1837,COPPER (II) SULPHATE Pentahydrate 99% AR 5 kg,,,Lab Chem and Reagents,7100
OIQ-1838,COPPER (II) SULPHATE SOLUTION N/10 (0.1N) 500 ml,,,Lab Chem and Reagents,450
OIQ-1839,COPPER (II) SULPHATE (Anhydrous) 98% Extra Pure 500 gm,,,Lab Chem and Reagents,1500
OIQ-1840,COPPER (II) SULPHATE (Anhydrous) 99% AR 500 gm,,,Lab Chem and Reagents,1600
OIQ-1841,COTTON BLUE (Water Soluble) (C.I.NO.42780) 25 gm,,,Lab Chem and Reagents,600
OIQ-1842,COTTON BLUE (Water Soluble) (C.I.NO.42780) 100 gm,,,Lab Chem and Reagents,2000
OIQ-1843,COTTON BLUE STAIN SOLUTION 125 ml,,,Lab Chem and Reagents,150
OIQ-1844,COTTON BLUE STAIN SOLUTION 500 ml,,,Lab Chem and Reagents,400
OIQ-1845,COTTON BLUE LACTOPHENOL SOLUTION 125 ml,,,Lab Chem and Reagents,150
OIQ-1846,COTTON BLUE LACTOPHENOL SOLUTION 500 ml,,,Lab Chem and Reagents,330
OIQ-1847,COUMARIN 99% (For Synthesis) 100 gm,,,Lab Chem and Reagents,950
OIQ-1848,COUMARIN 99% (For Synthesis) 250 gm,,,Lab Chem and Reagents,1600
OIQ-1849,CREAM OF TARTAR 99.5% (Potassium Bitartrate) 500 gm,,,Lab Chem and Reagents,1500
OIQ-1850,CREATINE (Monohydrate) 99% Extra Pure 25 gm,,,Lab Chem and Reagents,220
OIQ-1851,CREATINE (Monohydrate) 99% Extra Pure 100 gm,,,Lab Chem and Reagents,700
OIQ-1852,CREATINE (Monohydrate) 99% Extra Pure 1 kg,,,Lab Chem and Reagents,6200
OIQ-1853,CREATININE 99% Extra Pure 25 gm,,,Lab Chem and Reagents,500
OIQ-1854,CREATININE 99% Extra Pure 100 gm,,,Lab Chem and Reagents,1700
OIQ-1855,CREATININE 99% Extra Pure 500 gm,,,Lab Chem and Reagents,8000
OIQ-1856,CREATININE 99% AR 25 gm,,,Lab Chem and Reagents,660
OIQ-1857,CREATININE 99% AR 100 gm,,,Lab Chem and Reagents,2100
OIQ-1858,CREATININE 99% AR 500 gm,,,Lab Chem and Reagents,9000
OIQ-1859,CREATININE HYDROCHLORIDE (For Biochemistry) 25 gm,,,Lab Chem and Reagents,850
OIQ-1860,CREATININE HYDROCHLORIDE (For Biochemistry) 100 gm,,,Lab Chem and Reagents,3150
OIQ-1861,CREATININE ZINC CHLORIDE 99% Extra Pure 10 gm,,,Lab Chem and Reagents,1300
OIQ-1862,CREATININE ZINC CHLORIDE 99% Extra Pure 25 gm,,,Lab Chem and Reagents,2700
OIQ-1863,CRESOL MIXED ISOMERS 500 ml,,,Lab Chem and Reagents,1250
OIQ-1864,CRESOL MIXED ISOMERS 2.5 Ltr.,,,Lab Chem and Reagents,5000
OIQ-1865,Ortho-CRESOL 98% (For Synthesis) 500 ml,,,Lab Chem and Reagents,800
OIQ-1866,Ortho-CRESOL 98% (For Synthesis) 2.5 Ltr.,,,Lab Chem and Reagents,3460
OIQ-1867,Meta-CRESOL 98% (For Synthesis) 500 ml,,,Lab Chem and Reagents,2000
OIQ-1868,Meta-CRESOL 98% (For Synthesis) 2.5 Ltr.,,,Lab Chem and Reagents,9500
OIQ-1869,Para-CRESOL 98% (For Synthesis) 500 ml,,,Lab Chem and Reagents,1100
OIQ-1870,Para-CRESOL 98% (For Synthesis) 2.5 Ltr.,,,Lab Chem and Reagents,4600
OIQ-1871,Ortho-CRESOLPHTHALEIN 5 gm,,,Lab Chem and Reagents,200
OIQ-1872,Ortho-CRESOLPHTHALEIN 25 gm,,,Lab Chem and Reagents,570
OIQ-1873,Ortho-CRESOLPHTHALEIN 100 gm,,,Lab Chem and Reagents,2100
OIQ-1874,Ortho-CRESOLPHTHALEIN COMPLEXONE AR 1 gm,,,Lab Chem and Reagents,500
OIQ-1875,Ortho-CRESOLPHTHALEIN COMPLEXONE AR 5 gm,,,Lab Chem and Reagents,2400
OIQ-1876,Meta-CRESOL PURPLE INDICATOR 1 gm,,,Lab Chem and Reagents,330
OIQ-1877,Meta-CRESOL PURPLE INDICATOR 5 gm,,,Lab Chem and Reagents,1300
OIQ-1878,CRESOL RED INDICATOR AR 5 gm,,,Lab Chem and Reagents,180
OIQ-1879,CRESOL RED INDICATOR AR 25 gm,,,Lab Chem and Reagents,650
OIQ-1880,CRESOL RED INDICATOR AR 100 gm,,,Lab Chem and Reagents,2260
OIQ-1881,CRESOL RED INDICATOR SOLUTION 125 ml,,,Lab Chem and Reagents,140
OIQ-1882,CRESOL RED INDICATOR SOLUTION 500 ml,,,Lab Chem and Reagents,420
OIQ-1883,CRESOL AND SOAP SOLUTION 500 ml,,,Lab Chem and Reagents,650
OIQ-1884,CRESOL AND SOAP SOLUTION 5 Ltr.,,,Lab Chem and Reagents,5600
OIQ-1885,CRESYL VIOLET (ACETATE) (For Microbiology) 1 gm,,,Lab Chem and Reagents,700
OIQ-1886,CRESYL VIOLET (ACETATE) (For Microbiology) 5 gm,,,Lab Chem and Reagents,2600
OIQ-1887,CROTONALDEHYDE 99% (For Synthesis) 500 ml,,,Lab Chem and Reagents,1400
OIQ-1888,CROTONALDEHYDE 99% (For Synthesis) 2.5 Ltr.,,,Lab Chem and Reagents,5900
OIQ-1889,CROTONIC ACID 97% (For Synthesis) 250 gm,,,Lab Chem and Reagents,1500
OIQ-1890,CROTONIC ACID 97% (For Synthesis) 500 gm,,,Lab Chem and Reagents,2600
OIQ-1891,18-CROWN-6-ETHER 99% (For Synthesis) 5 gm,,,Lab Chem and Reagents,300
OIQ-1892,18-CROWN-6-ETHER 99% (For Synthesis) 25 gm,,,Lab Chem and Reagents,1000
OIQ-1893,18-CROWN-6-ETHER 99% (For Synthesis) 100 gm,,,Lab Chem and Reagents,3000
OIQ-1894,CRYOLITE 98.5% Extra Pure 500 gm,,,Lab Chem and Reagents,560
OIQ-1895,CRYSTAL VIOLET 88% (For Microscopy) (C.I NO.42555) 25 gm,,,Lab Chem and Reagents,420
OIQ-1896,CRYSTAL VIOLET 88% (For Microscopy) (C.I NO.42555) 100 gm,,,Lab Chem and Reagents,1350
OIQ-1897,CRYSTAL VIOLET 88% (For Microscopy) (C.I NO.42555) 1 kg,,,Lab Chem and Reagents,11500
OIQ-1898,CRYSTAL VIOLET 96% AR (For Microscopy) (C.I.NO.42555) 25 gm,,,Lab Chem and Reagents,600
OIQ-1899,CRYSTAL VIOLET 96% AR (For Microscopy) (C.I.NO.42555) 100 gm,,,Lab Chem and Reagents,1800
OIQ-1900,CRYSTAL VIOLET STAINING SOLUTION (Gram's) 125 ml,,,Lab Chem and Reagents,150
OIQ-1901,CRYSTAL VIOLET STAINING SOLUTION (Gram's) 500 ml,,,Lab Chem and Reagents,450
OIQ-1902,Crystal Violet 1% w/v in Glacial Acetic Acid 100 ml,,,Lab Chem and Reagents,300
OIQ-1903,Crystal Violet 1% w/v in Glacial Acetic Acid 500 ml,,,Lab Chem and Reagents,1200
OIQ-1904,CUPFERRON 98% AR 25 gm,,,Lab Chem and Reagents,1200
OIQ-1905,CUPFERRON 98% AR 100 gm,,,Lab Chem and Reagents,4200
OIQ-1906,CUPFERRON REAGENT SOLUTION 500 ml,,,Lab Chem and Reagents,1200
OIQ-1907,CUPRON AR 25 gm,,,Lab Chem and Reagents,480
OIQ-1908,CUPRON AR 100 gm,,,Lab Chem and Reagents,1700
OIQ-1909,CURCUMIN CRYSTAL 99% (C.I.NO.75300) 5 gm,,,Lab Chem and Reagents,590
OIQ-1910,CURCUMIN CRYSTAL 99% (C.I.NO.75300) 25 gm,,,Lab Chem and Reagents,2100
OIQ-1911,CURCUMIN CRYSTAL 99% (C.I.NO.75300) 100 gm,,,Lab Chem and Reagents,7000
OIQ-1912,CYANOACETAMIDE 98% (For Synthesis) 100 gm,,,Lab Chem and Reagents,700
OIQ-1913,CYANOACETAMIDE 98% (For Synthesis) 500 gm,,,Lab Chem and Reagents,2500
OIQ-1914,CYANOACETIC ACID 98% (For Synthesis) 250 gm,,,Lab Chem and Reagents,2800
OIQ-1915,CYANOACETIC ACID 98% (For Synthesis) 1 kg,,,Lab Chem and Reagents,10500
OIQ-1916,CYANOCOBALAMINE (For Biochemistry) 250 mg,,,Lab Chem and Reagents,800
OIQ-1917,CYANOCOBALAMINE (For Biochemistry) 1 gm,,,Lab Chem and Reagents,2900
OIQ-1918,CYCLOHEXANE 99% Extra Pure 500 ml,,,Lab Chem and Reagents,480
OIQ-1919,CYCLOHEXANE 99% Extra Pure 2.5 Ltr.,,,Lab Chem and Reagents,2000
OIQ-1920,CYCLOHEXANE 99.5% AR 500 ml,,,Lab Chem and Reagents,520
OIQ-1921,CYCLOHEXANE 99.5% AR 2.5 Ltr.,,,Lab Chem and Reagents,2100
OIQ-1922,CYCLOHEXANE 99.9% HPLC 1 Ltr.,,,Lab Chem and Reagents,1700
OIQ-1923,CYCLOHEXANE 99.9% HPLC 2.5 Ltr.,,,Lab Chem and Reagents,3800
OIQ-1924,CYCLOHEXANOL 99% Extra Pure 500 ml,,,Lab Chem and Reagents,700
OIQ-1925,CYCLOHEXANOL 99% Extra Pure 2.5 Ltr.,,,Lab Chem and Reagents,2800
OIQ-1926,CYCLOHEXANOL 99.5% AR 500 ml,,,Lab Chem and Reagents,800
OIQ-1927,CYCLOHEXANOL 99.5% AR 2.5 Ltr.,,,Lab Chem and Reagents,2900
OIQ-1928,CYCLOHEXANONE 99% Extra Pure 500 ml,,,Lab Chem and Reagents,700
OIQ-1929,CYCLOHEXANONE 99% Extra Pure 2.5 Ltr.,,,Lab Chem and Reagents,2850
OIQ-1930,CYCLOHEXANONE 99.5% AR 500 ml,,,Lab Chem and Reagents,800
OIQ-1931,CYCLOHEXANONE 99.5% AR 2.5 Ltr.,,,Lab Chem and Reagents,3000
OIQ-1932,CYCLOHEXIMIDE 98% AR 1 gm,,,Lab Chem and Reagents,3100
OIQ-1933,CYCLOHEXIMIDE 98% AR 5 gm,,,Lab Chem and Reagents,14200
OIQ-1934,a-CYCLOPENTYLMADELIC Acid 98% Extra Pure 5 gm,,,Lab Chem and Reagents,6800
OIQ-1935,CYSTEAMINE HYDROCHLORIDE 98% (For Synthesis) 100 gm,,,Lab Chem and Reagents,2200
OIQ-1936,CYSTEAMINE HYDROCHLORIDE 98% (For Synthesis) 250 gm,,,Lab Chem and Reagents,4500
OIQ-1937,L-CYSTEINE 99% (For Biochemistry) 5 gm,,,Lab Chem and Reagents,200
OIQ-1938,L-CYSTEINE 99% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,550
OIQ-1939,L-CYSTEINE 99% (For Biochemistry) 100 gm,,,Lab Chem and Reagents,1700
OIQ-1940,L-CYSTEINE 99% (For Biochemistry) 500 gm,,,Lab Chem and Reagents,6000
OIQ-1941,L-CYSTEINE HYDROCHLORIDE Monohydrate 99% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,245
OIQ-1942,L-CYSTEINE HYDROCHLORIDE Monohydrate 99% (For Biochemistry) 100 gm,,,Lab Chem and Reagents,870
OIQ-1943,L-CYSTEINE HYDROCHLORIDE Monohydrate 99% (For Biochemistry) 500 gm,,,Lab Chem and Reagents,2800
OIQ-1944,L-CYSTEINE HYDROCHLORIDE Monohydrate 99% (For Biochemistry) 1 kg,,,Lab Chem and Reagents,5000
OIQ-1945,L-CYSTINE 99% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,400
OIQ-1946,L-CYSTINE 99% (For Biochemistry) 100 gm,,,Lab Chem and Reagents,1160
OIQ-1947,L-CYSTINE 99% (For Biochemistry) 500 gm,,,Lab Chem and Reagents,4900
OIQ-1948,CYTIDINE 99% (For Biochemistry) 1 gm,,,Lab Chem and Reagents,120
OIQ-1949,CYTIDINE 99% (For Biochemistry) 5 gm,,,Lab Chem and Reagents,460
OIQ-1950,CYTIDINE 99% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,1600
OIQ-1951,CYTOSINE 98% (For Biochemistry) 1 gm,,,Lab Chem and Reagents,140
OIQ-1952,CYTOSINE 98% (For Biochemistry) 5 gm,,,Lab Chem and Reagents,650
OIQ-1953,CYTOSINE 98% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,2700
OIQ-1954,CYTOSINE 98% (For Biochemistry) 100 gm,,,Lab Chem and Reagents,7600
OIQ-1955,DARCO G 60 500 gm,,,Lab Chem and Reagents,1400
OIQ-1956,1-DECANESULPHONIC ACID SODIUM SALT 99% AR/HPLC (Anhydrous) 5 gm,,,Lab Chem and Reagents,270
OIQ-1957,1-DECANESULPHONIC ACID SODIUM SALT 99% AR/HPLC (Anhydrous) 25 gm,,,Lab Chem and Reagents,1000
OIQ-1958,1-DECANESULPHONIC ACID SODIUM SALT 99% AR/HPLC (Anhydrous) 100 gm,,,Lab Chem and Reagents,3900
OIQ-1959,1-DECANESULPHONIC ACID SODIUM SALT AR/HPLC (Monohydrate) 99% 5 gm,,,Lab Chem and Reagents,270
OIQ-1960,1-DECANESULPHONIC ACID SODIUM SALT AR/HPLC (Monohydrate) 99% 25 gm,,,Lab Chem and Reagents,1000
OIQ-1961,1-DECANESULPHONIC ACID SODIUM SALT AR/HPLC (Monohydrate) 99% 100 gm,,,Lab Chem and Reagents,3900
OIQ-1962,DEOXYRIBONUCLEIC ACID (DNA) 10 gm,,,Lab Chem and Reagents,4000
OIQ-1963,DEOXYRIBONUCLEIC ACID (DNA) 25 gm,,,Lab Chem and Reagents,8600
OIQ-1964,DEOXYRIBONUCLEIC ACID SODIUM SALT (D.N.A. Sodium Salt) 10 gm,,,Lab Chem and Reagents,4000
OIQ-1965,DEOXYRIBONUCLEIC ACID SODIUM SALT (D.N.A. Sodium Salt) 25 gm,,,Lab Chem and Reagents,8600
OIQ-1966,DEVARDA'S ALLOY POWDER Extra Pure 100 gm,,,Lab Chem and Reagents,620
OIQ-1967,DEVARDA'S ALLOY POWDER Extra Pure 500 gm,,,Lab Chem and Reagents,2400
OIQ-1968,DEVARDA'S ALLOY POWDER AR 100 gm,,,Lab Chem and Reagents,700
OIQ-1969,DEVARDA'S ALLOY POWDER AR 250 gm,,,Lab Chem and Reagents,1600
OIQ-1970,DEXTRINE WHITE 500 gm,,,Lab Chem and Reagents,200
OIQ-1971,DEXTRINE YELLOW 500 gm,,,Lab Chem and Reagents,300
OIQ-1972,DEXTROSE (Anhydrous) Extra Pure 500 gm,,,Lab Chem and Reagents,400
OIQ-1973,DEXTROSE (Anhydrous) Extra Pure 5 kg,,,Lab Chem and Reagents,2700
OIQ-1974,DEXTROSE (Anhydrous) AR 500 gm,,,Lab Chem and Reagents,450
OIQ-1975,DEXTROSE (Anhydrous) AR 5 kg,,,Lab Chem and Reagents,2900
OIQ-1976,DEXTROSE (Monohydrate) Extra Pure 500 gm,,,Lab Chem and Reagents,260
OIQ-1977,DEXTROSE (Monohydrate) AR 500 gm,,,Lab Chem and Reagents,340
OIQ-1978,DIACETONE ALCOHOL 98% (For Synthesis) 500 ml,,,Lab Chem and Reagents,550
OIQ-1979,DIACETONE ALCOHOL 98% (For Synthesis) 2.5 Ltr.,,,Lab Chem and Reagents,2500
OIQ-1980,DIACETYL MONOXIME 99% AR 25 gm,,,Lab Chem and Reagents,600
OIQ-1981,DIACETYL MONOXIME 99% AR 100 gm,,,Lab Chem and Reagents,2050
OIQ-1982,DIACETYL MONOXIME 99% AR 500 gm,,,Lab Chem and Reagents,8700
OIQ-1983,"3,3'-DIAMINO BENZIDINE TETRA HYDROCHLORIDE AR 1 gm",,,Lab Chem and Reagents,2100
OIQ-1984,"3,3'-DIAMINO BENZIDINE TETRA HYDROCHLORIDE AR 5 gm",,,Lab Chem and Reagents,8800
OIQ-1985,3-5'-DIAMINO BENZOIC ACID 99% (For Synthesis) 100 gm,,,Lab Chem and Reagents,1200
OIQ-1986,3-5'-DIAMINO BENZOIC ACID 99% (For Synthesis) 500 gm,,,Lab Chem and Reagents,5600
OIQ-1987,"2,3 DIAMINOAPHTHALENE 97 % Extra Pure 1 gm",,,Lab Chem and Reagents,8000
OIQ-1988,O-DIANISIDINE 99% Extra Pure 25 gm,,,Lab Chem and Reagents,460
OIQ-1989,O-DIANISIDINE 99% Extra Pure 100 gm,,,Lab Chem and Reagents,1560
OIQ-1990,O-DIANISIDINE 99% Extra Pure 250 gm,,,Lab Chem and Reagents,3800
OIQ-1991,DIASTASE (A-Amylase) 100 gm,,,Lab Chem and Reagents,550
OIQ-1992,DIASTASE (A-Amylase) 500 gm,,,Lab Chem and Reagents,2300
OIQ-1993,"1,4 - DIAZABICYCLO (2.2.2) OCTANE 98% For  Synthesis (DABCO, TED, Triethylenediamine)(Store at 2-8°C) 100 gm",,,Lab Chem and Reagents,1300
OIQ-1994,"1,4 - DIAZABICYCLO (2.2.2) OCTANE 98% For  Synthesis (DABCO, TED, Triethylenediamine)(Store at 2-8°C) 500 gm",,,Lab Chem and Reagents,4000
OIQ-1995,"DICHLOROBIS (ACETONITRILE) PALLADIUM (II) 41%
Pd For Synthesis 500MG",,,Lab Chem and Reagents,10500
OIQ-1996,"DICHLOROBIS (ACETONITRILE) PALLADIUM (II) 41%
Pd For Synthesis 1 gm",,,Lab Chem and Reagents,19000
OIQ-1997,DIAZO REAGENT A (For Bilirubin Determination) 125 ml,,,Lab Chem and Reagents,200
OIQ-1998,DIAZO REAGENT B (For Bilirubin Determination) 125 ml,,,Lab Chem and Reagents,200
OIQ-1999,5-DIAZO URACIL (For Biochemistry) 1 gm,,,Lab Chem and Reagents,2200
OIQ-2000,"O,O'-DIBENZOYL-D-TARTARIC ACID ANHYDROUS
(For Synthesis) 25 gm",,,Lab Chem and Reagents,500
OIQ-2001,"O,O'-DIBENZOYL-D-TARTARIC ACID ANHYDROUS
(For Synthesis) 100 gm",,,Lab Chem and Reagents,1500
OIQ-2002,"O,O'-DIBENZOYL-L-TARTARIC ACID ANHYDROUS
(For Synthesis) 5 gm",,,Lab Chem and Reagents,290
OIQ-2003,"O,O'-DIBENZOYL-L-TARTARIC ACID ANHYDROUS
(For Synthesis) 25 gm",,,Lab Chem and Reagents,600
OIQ-2004,"O,O'-DIBENZOYL-L-TARTARIC ACID ANHYDROUS
(For Synthesis) 100 gm",,,Lab Chem and Reagents,1850
OIQ-2005,"1,4-DIBROMOBENZENE (For Synthesis) 500 gm",,,Lab Chem and Reagents,2800
OIQ-2006,DIBUTYL ETHER 98% (For Synthesis) 500 ml,,,Lab Chem and Reagents,950
OIQ-2007,DIBUTYL ETHER 98% (For Synthesis) 2.5 Ltr.,,,Lab Chem and Reagents,3500
OIQ-2008,DIBUTYL ETHER 99% AR 500 ml,,,Lab Chem and Reagents,1050
OIQ-2009,DIBUTYL ETHER 99% AR 2.5 Ltr.,,,Lab Chem and Reagents,4000
OIQ-2010,DIBUTYL MALEATE (For Synthesis) 500 ml,,,Lab Chem and Reagents,600
OIQ-2011,DIBUTYL MALEATE (For Synthesis) 2.5 Ltr.,,,Lab Chem and Reagents,2400
OIQ-2012,DIBUTY PHTHALATE 99% (For Synthesis) 500 ml,,,Lab Chem and Reagents,640
OIQ-2013,DIBUTY PHTHALATE 99% (For Synthesis) 2.5 Ltr.,,,Lab Chem and Reagents,2600
OIQ-2014,DIBUTYL TIN OXIDE 98% (For Synthesis) 250 gm,,,Lab Chem and Reagents,3850
OIQ-2015,DIBUTYL TIN OXIDE 98% (For Synthesis) 1 kg,,,Lab Chem and Reagents,14000
OIQ-2016,"2,4-DICHLOROANILINE 98% Extra Pure 100 gm",,,Lab Chem and Reagents,2300
OIQ-2017,Ortho-DICHLOROBENZENE 99% Extra Pure 500 ml,,,Lab Chem and Reagents,500
OIQ-2018,Ortho-DICHLOROBENZENE 99% Extra Pure 2.5 Ltr.,,,Lab Chem and Reagents,2000
OIQ-2019,Ortho-DICHLOROBENZENE 99% AR 500 ml,,,Lab Chem and Reagents,600
OIQ-2020,Ortho-DICHLOROBENZENE 99% AR 2.5 Ltr.,,,Lab Chem and Reagents,2300
OIQ-2021,Ortho-DICHLOROBENZENE 99% HPLC 1 Ltr.,,,Lab Chem and Reagents,3500
OIQ-2022,Meta-DICHLOROBENZENE 98% Extra Pure 500 ml,,,Lab Chem and Reagents,2100
OIQ-2023,Meta-DICHLOROBENZENE 98% Extra Pure 2.5 Ltr.,,,Lab Chem and Reagents,9200
OIQ-2024,Para-DICHLOROBENZENE 99% (For Synthesis) 500 gm,,,Lab Chem and Reagents,550
OIQ-2025,"2,4-DICHLOROBENZOIC ACID 98% (For Synthesis) 100 gm",,,Lab Chem and Reagents,55
OIQ-2026,"2,4-DICHLOROBENZOIC ACID 98% (For Synthesis) 500 gm",,,Lab Chem and Reagents,2400
OIQ-2027,"DICHLORO [ (1,1 - BIS DIPHENYLPHOSPHINO
FERROCENE) ] PALLADIUM - (II) (14.5% Pd) For
Synthesis 1 gm",,,Lab Chem and Reagents,6200
OIQ-2028,"DICHLORO [ (1,1 - BIS DIPHENYLPHOSPHINO
FERROCENE) ] PALLADIUM - (II) (14.5% Pd) For
Synthesis 5 gm",,,Lab Chem and Reagents,26500
OIQ-2029,"2,3-DICHLORO-5,6-DICYANO-p-BENZOQUINONE 98% For Synthesis (DDQ)(Store at 2-8°C) 25 gm",,,Lab Chem and Reagents,1450
OIQ-2030,"2,3-DICHLORO-5,6-DICYANO-p-BENZOQUINONE 98% For Synthesis (DDQ)(Store at 2-8°C) 100 gm",,,Lab Chem and Reagents,4200
OIQ-2031,"2,3-DICHLORO-5,6-DICYANO-p-BENZOQUINONE 98% For Synthesis (DDQ)(Store at 2-8°C) 500 gm",,,Lab Chem and Reagents,18500
OIQ-2032,"1,2-DICHLOROETHANE 98% Extra Pure 500 ml",,,Lab Chem and Reagents,440
OIQ-2033,"1,2-DICHLOROETHANE 98% Extra Pure 2.5 Ltr.",,,Lab Chem and Reagents,1500
OIQ-2034,"1,2-DICHLOROETHANE 99% AR 500 ml",,,Lab Chem and Reagents,500
OIQ-2035,"1,2-DICHLOROETHANE 99% AR 2.5 Ltr.",,,Lab Chem and Reagents,1700
OIQ-2036,"2,7-DICHLORO FLUORESCEINE AR 5 gm",,,Lab Chem and Reagents,580
OIQ-2037,"2,7-DICHLORO FLUORESCEINE AR 10 gm",,,Lab Chem and Reagents,880
OIQ-2038,DICHLOROMETHANE 99% Extra Pure 500 ml,,,Lab Chem and Reagents,550
OIQ-2039,DICHLOROMETHANE 99% Extra Pure 2.5 Ltr,,,Lab Chem and Reagents,2000
OIQ-2040,DICHLOROMETHANE 99.5% AR 500 ml,,,Lab Chem and Reagents,650
OIQ-2041,DICHLOROMETHANE 99.5% AR 2.5  Ltr.,,,Lab Chem and Reagents,2400
OIQ-2042,DICHLOROMETHANE 99.8% HPLC 1 Ltr.,,,Lab Chem and Reagents,1300
OIQ-2043,DICHLOROMETHANE 99.8% HPLC 2.5  Ltr.,,,Lab Chem and Reagents,3000
OIQ-2044,"2,4-DICHLOROPHENOL 98% (For Synthesis) 100 gm",,,Lab Chem and Reagents,450
OIQ-2045,"2,4-DICHLOROPHENOL 98% (For Synthesis) 500 gm",,,Lab Chem and Reagents,1500
OIQ-2046,"2,6-DICHLOROPHENOL 98% (For Synthesis) 100 gm",,,Lab Chem and Reagents,1050
OIQ-2047,"2,6-DICHLOROPHENOL 98% (For Synthesis) 500 gm",,,Lab Chem and Reagents,4100
OIQ-2048,"2,6-DICHLOROPHENOL INDOPHENOL SODIUM SALT 98% AR 1 gm",,,Lab Chem and Reagents,300
OIQ-2049,"2,6-DICHLOROPHENOL INDOPHENOL SODIUM SALT 98% AR 5 gm",,,Lab Chem and Reagents,1000
OIQ-2050,"2,6-DICHLOROPHENOL INDOPHENOL SODIUM SALT 98% AR 25 gm",,,Lab Chem and Reagents,4500
OIQ-2051,"2,4-DICHLOROPHENOXY ACETIC ACID 98% 250 gm",,,Lab Chem and Reagents,2500
OIQ-2052,"N,N-DICYCLOHEXYLCARBODIMIDE 99% 100 gm",,,Lab Chem and Reagents,1700
OIQ-2053,"N,N-DICYCLOHEXYLCARBODIMIDE 99% 500 gm",,,Lab Chem and Reagents,7500
OIQ-2054,DIETHANOLAMINE 98% (For Synthesis) 500 ml,,,Lab Chem and Reagents,550
OIQ-2055,DIETHANOLAMINE 98% (For Synthesis) 2.5  Ltr.,,,Lab Chem and Reagents,2200
OIQ-2056,DIETHANOLAMINE 99% AR 500 ml,,,Lab Chem and Reagents,600
OIQ-2057,DIETHANOLAMINE 99% AR 2.5  Ltr.,,,Lab Chem and Reagents,2500
OIQ-2058,DIETHYLAMINE 99% 500 ml,,,Lab Chem and Reagents,550
OIQ-2059,DIETHYLAMINE 99% 2.5  Ltr.,,,Lab Chem and Reagents,2200
OIQ-2060,DIETHYLAMINE 99.5% AR 500 ml,,,Lab Chem and Reagents,630
OIQ-2061,DIETHYLAMINE 99.5% AR 2.5  Ltr.,,,Lab Chem and Reagents,2500
OIQ-2062,DIETHYLAMINE 99.5% HPLC 1 Ltr,,,Lab Chem and Reagents,2600
OIQ-2063,"N,N,DIETHYLANILINE 98.5% 500 ml",,,Lab Chem and Reagents,1050
OIQ-2064,"N,N,DIETHYLANILINE 98.5% 2.5  Ltr.",,,Lab Chem and Reagents,4800
OIQ-2065,"N,N,DIETHYLANILINE 99% AR 500 ml",,,Lab Chem and Reagents,1300
OIQ-2066,DIETHYL CARBONATE 99% (For Synthesis) 500 ml,,,Lab Chem and Reagents,1000
OIQ-2067,DIETHYL CARBONATE 99% (For Synthesis) 2.5  Ltr.,,,Lab Chem and Reagents,4700
OIQ-2068,DIETHYLENE GLYCOL 98.5% (For Synthesis) 500 ml,,,Lab Chem and Reagents,490
OIQ-2069,DIETHYLENE GLYCOL 98.5% (For Synthesis) 2.5  Ltr.,,,Lab Chem and Reagents,2000
OIQ-2070,DIETHYLENE GLYCOL 99% AR 500 ml,,,Lab Chem and Reagents,550
OIQ-2071,DIETHYLENE GLYCOL 99% AR 2.5LTR,,,Lab Chem and Reagents,2250
OIQ-2072,DIETHYL SAFRANINE (C.I. NO. 50206) 25 gm,,,Lab Chem and Reagents,2000
OIQ-2073,DIETHYL SAFRANINE (C.I. NO. 50206) 100 gm,,,Lab Chem and Reagents,7000
OIQ-2074,DIETHYLENE TRIAMINE 98% (For Synthesis) 500 ml,,,Lab Chem and Reagents,950
OIQ-2075,DIETHYLENE TRIAMINE 98% (For Synthesis) 2.5  Ltr.,,,Lab Chem and Reagents,4000
OIQ-2076,DIETHYLENE TRIAMINE PENTA ACETIC ACID 99% 100 gm,,,Lab Chem and Reagents,360
OIQ-2077,DIETHYLENE TRIAMINE PENTA ACETIC ACID 99% 500 gm,,,Lab Chem and Reagents,1550
OIQ-2078,DIETHYLENE TRIAMINE PENTA ACETIC ACID 99% AR 100 gm,,,Lab Chem and Reagents,400
OIQ-2079,DIETHYLENE TRIAMINE PENTA ACETIC ACID 99% AR 500 gm,,,Lab Chem and Reagents,1800
OIQ-2080,DIETHYL ETHER 98% (For Synthesis) 500 ml,,,Lab Chem and Reagents,560
OIQ-2081,DIETHYL ETHER 98% (For Synthesis) 2.5  Ltr.,,,Lab Chem and Reagents,2200
OIQ-2082,DIETHYL ETHER 99% AR 500 ml,,,Lab Chem and Reagents,600
OIQ-2083,DIETHYL ETHER 99% AR 2.5  Ltr.,,,Lab Chem and Reagents,2300
